date,avg_wind_speed,precipitation,avg_rel_humid,avg_temp
2021-04-01T00:00:00,8.0,0.5,0.6,9.7
2021-04-02T00:00:00,7.5,0.0,0.4,2.4
2021-04-03T00:00:00,4.4,0.0,0.3,4.8
2021-04-04T00:00:00,3.4,0.0,0.36,10.8
2021-04-05T00:00:00,7.9,0.0,0.28,13.9
2021-04-06T00:00:00,4.3,0.0,0.28,14.1
2021-04-07T00:00:00,2.6,0.0,0.41,14.9
2021-04-08T00:00:00,2.5,0.0,0.55,14.1
2021-04-09T00:00:00,3.2,0.0,0.75,11.4
2021-04-10T00:00:00,3.0,0.0,0.75,13.1
2021-04-11T00:00:00,5.1,10.2,0.91,12.1
2021-04-12T00:00:00,4.3,12.4,0.77,8.9
2021-04-13T00:00:00,3.0,1.5,0.58,10.9
2021-04-14T00:00:00,3.4,0.0,0.57,14.8
2021-04-15T00:00:00,4.3,23.4,0.84,12.3
2021-04-16T00:00:00,5.8,1.0,0.65,8.4
2021-04-17T00:00:00,4.0,0.0,0.55,9.1
2021-04-18T00:00:00,3.4,0.0,0.52,12.5
2021-04-19T00:00:00,2.6,0.0,0.48,14.4
2021-04-20T00:00:00,4.7,0.0,0.45,16.7
2021-04-21T00:00:00,7.0,6.9,0.59,14.3
2021-04-22T00:00:00,8.8,0.0,0.36,5.8
2021-04-23T00:00:00,6.9,0.0,0.28,10.0
2021-04-24T00:00:00,4.7,0.0,0.31,16.2
2021-04-25T00:00:00,4.4,12.7,0.64,13.4
2021-04-26T00:00:00,8.2,0.0,0.34,11.4
2021-04-27T00:00:00,2.8,0.0,0.35,12.6
2021-04-28T00:00:00,3.0,0.8,0.61,15.8
2021-04-29T00:00:00,3.8,0.0,0.68,18.1
2021-04-30T00:00:00,10.2,0.5,0.43,19.1
2021-05-01T00:00:00,7.4,0.0,0.36,11.4
2021-05-02T00:00:00,5.0,0.0,0.36,19.4
2021-05-03T00:00:00,3.7,8.4,0.72,15.8
2021-05-04T00:00:00,3.8,7.6,0.78,14.3
2021-05-05T00:00:00,4.4,7.4,0.83,12.6
2021-05-06T00:00:00,6.1,0.0,0.41,14.3
2021-05-07T00:00:00,4.7,0.0,0.46,14.3
2021-05-08T00:00:00,3.4,1.0,0.63,11.5
2021-05-09T00:00:00,4.6,11.4,0.63,12.0
2021-05-10T00:00:00,4.6,0.5,0.64,11.4
2021-05-11T00:00:00,5.7,0.0,0.38,14.7
2021-05-12T00:00:00,5.8,0.0,0.38,14.1
2021-05-13T00:00:00,3.4,0.0,0.31,16.7
2021-05-14T00:00:00,3.5,0.0,0.28,18.7
2021-05-15T00:00:00,2.8,0.0,0.29,20.0
2021-05-16T00:00:00,3.1,0.0,0.36,20.7
2021-05-17T00:00:00,3.0,0.0,0.38,19.8
2021-05-18T00:00:00,3.7,0.0,0.31,22.4
2021-05-19T00:00:00,3.8,0.0,0.35,24.8
2021-05-20T00:00:00,3.8,0.0,0.41,20.4
2021-05-21T00:00:00,3.8,0.0,0.44,19.7
2021-05-22T00:00:00,3.5,0.0,0.48,23.0
2021-05-23T00:00:00,6.7,0.0,0.5,26.4
2021-05-24T00:00:00,5.4,0.0,0.44,19.3
2021-05-25T00:00:00,5.1,0.0,0.57,17.8
2021-05-26T00:00:00,4.6,1.8,0.65,22.8
2021-05-27T00:00:00,5.5,0.3,0.48,23.8
2021-05-28T00:00:00,7.4,29.0,0.58,17.7
2021-05-29T00:00:00,8.5,11.7,0.78,10.3
2021-05-30T00:00:00,5.7,20.6,0.84,10.1
2021-05-31T00:00:00,4.0,0.3,0.66,13.5
2021-06-01T00:00:00,2.7,0.0,0.56,19.0
2021-06-02T00:00:00,3.7,0.0,0.59,20.3
2021-06-03T00:00:00,2.8,7.9,0.84,18.6
2021-06-04T00:00:00,2.9,17.0,0.76,21.8
2021-06-05T00:00:00,3.7,0.0,0.49,25.3
2021-06-06T00:00:00,4.3,0.0,0.44,30.3
2021-06-07T00:00:00,3.5,0.0,0.6,28.8
2021-06-08T00:00:00,2.8,11.9,0.71,26.8
2021-06-09T00:00:00,2.2,0.0,0.63,26.7
2021-06-10T00:00:00,4.4,0.0,0.5,25.5
2021-06-11T00:00:00,4.0,0.0,0.66,18.6
2021-06-12T00:00:00,3.8,0.0,0.69,18.8
2021-06-13T00:00:00,3.3,0.0,0.63,20.1
2021-06-14T00:00:00,4.2,2.5,0.76,20.3
2021-06-15T00:00:00,4.4,0.0,0.59,22.8
2021-06-16T00:00:00,5.6,0.0,0.41,21.3
2021-06-17T00:00:00,3.0,0.0,0.3,21.3
2021-06-18T00:00:00,4.7,0.0,0.38,24.4
2021-06-19T00:00:00,4.1,2.8,0.56,26.2
2021-06-20T00:00:00,3.7,0.0,0.57,24.9
2021-06-21T00:00:00,5.3,0.0,0.68,26.8
2021-06-22T00:00:00,5.1,4.3,0.71,23.4
2021-06-23T00:00:00,4.6,0.0,0.45,19.0
2021-06-24T00:00:00,3.8,0.0,0.52,21.1
2021-06-25T00:00:00,4.2,0.0,0.68,21.2
2021-06-26T00:00:00,5.1,0.0,0.72,24.4
2021-06-27T00:00:00,5.4,0.0,0.65,26.9
2021-06-28T00:00:00,5.1,0.0,0.57,29.2
2021-06-29T00:00:00,4.7,0.0,0.49,31.4
2021-06-30T00:00:00,5.1,15.5,0.51,33.0
2021-07-01T00:00:00,2.7,18.3,0.73,26.7
2021-07-02T00:00:00,4.0,21.8,0.77,23.4
2021-07-03T00:00:00,5.0,4.8,0.79,17.9
2021-07-04T00:00:00,2.7,0.0,0.65,20.2
2021-07-05T00:00:00,4.5,0.0,0.67,23.1
2021-07-06T00:00:00,5.6,5.3,0.6,28.9
2021-07-07T00:00:00,3.4,0.0,0.59,27.9
2021-07-08T00:00:00,4.5,24.1,0.78,26.2
2021-07-09T00:00:00,4.9,46.0,0.73,24.9
2021-07-10T00:00:00,3.1,1.5,0.72,24.7
2021-07-11T00:00:00,3.7,0.0,0.75,24.1
2021-07-12T00:00:00,4.1,15.2,0.81,25.2
2021-07-13T00:00:00,4.2,0.3,0.86,21.9
2021-07-14T00:00:00,3.1,0.0,0.72,24.4
2021-07-15T00:00:00,3.6,0.0,0.62,27.7
2021-07-16T00:00:00,3.0,0.0,0.53,30.5
2021-07-17T00:00:00,3.2,13.5,0.68,29.0
2021-07-18T00:00:00,4.6,2.0,0.67,26.2
2021-07-19T00:00:00,3.2,0.3,0.65,24.4
2021-07-20T00:00:00,2.9,0.0,0.57,27.2
2021-07-21T00:00:00,3.3,4.1,0.61,26.5
2021-07-22T00:00:00,4.5,0.0,0.5,24.2
2021-07-23T00:00:00,3.4,0.0,0.45,24.6
2021-07-24T00:00:00,4.1,0.0,0.54,24.7
2021-07-25T00:00:00,4.6,11.2,0.69,24.8
2021-07-26T00:00:00,2.7,35.1,0.54,27.6
2021-07-27T00:00:00,3.3,0.0,0.46,28.5
2021-07-28T00:00:00,3.9,5.1,0.63,24.9
2021-07-29T00:00:00,6.1,6.6,0.74,24.3
2021-07-30T00:00:00,6.8,0.0,0.51,24.9
2021-07-31T00:00:00,3.7,0.0,0.46,21.9
2021-08-01T00:00:00,3.9,2.3,0.62,23.2
2021-08-02T00:00:00,4.9,0.0,0.53,22.3
2021-08-03T00:00:00,2.1,0.0,0.49,23.2
2021-08-04T00:00:00,3.3,0.0,0.65,23.0
2021-08-05T00:00:00,3.8,0.0,0.68,22.8
2021-08-06T00:00:00,3.6,0.0,0.54,26.1
2021-08-07T00:00:00,4.1,0.0,0.53,27.1
2021-08-08T00:00:00,4.5,8.1,0.74,23.4
2021-08-09T00:00:00,4.0,0.5,0.77,23.1
2021-08-10T00:00:00,3.2,10.2,0.75,25.2
2021-08-11T00:00:00,3.9,1.8,0.68,27.1
2021-08-12T00:00:00,3.6,0.0,0.55,29.2
2021-08-13T00:00:00,2.8,0.0,0.5,31.2
2021-08-14T00:00:00,4.2,0.0,0.51,30.6
2021-08-15T00:00:00,3.7,0.0,0.46,25.3
2021-08-16T00:00:00,3.8,0.0,0.57,24.3
2021-08-17T00:00:00,4.7,0.0,0.62,25.2
2021-08-18T00:00:00,4.3,0.0,0.76,25.8
2021-08-19T00:00:00,6.2,7.4,0.64,27.9
2021-08-20T00:00:00,3.2,2.3,0.66,26.7
2021-08-21T00:00:00,3.6,30.0,0.76,26.3
2021-08-22T00:00:00,4.9,58.4,0.85,24.0
2021-08-23T00:00:00,5.1,20.6,0.75,24.8
2021-08-24T00:00:00,3.4,0.0,0.53,27.9
2021-08-25T00:00:00,2.0,0.0,0.53,29.1
2021-08-26T00:00:00,2.7,0.0,0.56,30.4
2021-08-27T00:00:00,1.7,34.0,0.64,29.7
2021-08-28T00:00:00,5.5,0.0,0.73,24.9
2021-08-29T00:00:00,3.2,0.0,0.81,21.5
2021-08-30T00:00:00,3.6,0.0,0.71,25.7
2021-08-31T00:00:00,3.2,0.0,0.59,27.5
2021-09-01T00:00:00,6.9,172.7,0.79,24.3
2021-09-02T00:00:00,6.4,2.3,0.59,20.8
2021-09-03T00:00:00,3.8,0.0,0.59,20.3
2021-09-04T00:00:00,3.1,0.0,0.58,22.1
2021-09-05T00:00:00,4.3,1.3,0.77,22.6
2021-09-06T00:00:00,4.4,0.0,0.59,24.7
2021-09-07T00:00:00,4.0,0.0,0.57,23.9
2021-09-08T00:00:00,6.3,0.0,0.73,25.0
2021-09-09T00:00:00,2.6,7.4,0.79,22.5
2021-09-10T00:00:00,6.3,0.0,0.51,21.5
2021-09-11T00:00:00,3.7,0.0,0.45,22.0
2021-09-12T00:00:00,5.6,0.0,0.56,24.1
2021-09-13T00:00:00,5.5,0.8,0.57,27.1
2021-09-14T00:00:00,3.4,0.0,0.67,24.1
2021-09-15T00:00:00,3.7,0.0,0.68,25.8
2021-09-16T00:00:00,5.4,0.0,0.71,24.1
2021-09-17T00:00:00,5.7,0.0,0.81,22.6
2021-09-18T00:00:00,3.1,0.0,0.64,24.5
2021-09-19T00:00:00,3.4,0.0,0.5,23.3
2021-09-20T00:00:00,3.1,0.0,0.61,21.4
2021-09-21T00:00:00,3.8,0.3,0.7,20.9
2021-09-22T00:00:00,5.7,0.0,0.78,23.5
2021-09-23T00:00:00,6.4,28.2,0.74,25.6
2021-09-24T00:00:00,3.8,6.9,0.55,20.0
2021-09-25T00:00:00,2.2,0.0,0.53,20.8
2021-09-26T00:00:00,5.7,0.0,0.45,20.7
2021-09-27T00:00:00,5.7,0.0,0.4,22.2
2021-09-28T00:00:00,4.5,2.5,0.62,22.1
2021-09-29T00:00:00,4.6,0.0,0.47,18.0
2021-09-30T00:00:00,4.1,0.0,0.51,17.5
2021-10-01T00:00:00,3.4,0.0,0.5,16.3
2021-10-02T00:00:00,3.3,0.0,0.49,19.5
2021-10-03T00:00:00,2.5,0.0,0.62,22.1
2021-10-04T00:00:00,4.6,2.8,0.85,21.4
2021-10-05T00:00:00,3.7,0.0,0.78,17.2
2021-10-06T00:00:00,1.9,0.0,0.69,18.6
2021-10-07T00:00:00,1.8,0.0,0.7,20.7
2021-10-08T00:00:00,3.2,0.0,0.71,20.7
2021-10-09T00:00:00,6.3,0.0,0.71,18.9
2021-10-10T00:00:00,7.6,2.8,0.81,18.3
2021-10-11T00:00:00,5.8,0.0,0.7,19.4
2021-10-12T00:00:00,2.8,0.0,0.74,19.2
2021-10-13T00:00:00,1.9,0.0,0.73,19.8
2021-10-14T00:00:00,3.0,0.0,0.64,21.7
2021-10-15T00:00:00,2.4,0.0,0.62,22.5
2021-10-16T00:00:00,6.0,4.1,0.68,22.2
2021-10-17T00:00:00,6.7,0.3,0.57,15.8
2021-10-18T00:00:00,6.7,0.0,0.54,13.4
2021-10-19T00:00:00,5.9,0.0,0.44,13.9
2021-10-20T00:00:00,4.7,0.0,0.42,20.0
2021-10-21T00:00:00,3.8,0.0,0.54,21.1
2021-10-22T00:00:00,4.6,0.0,0.55,19.7
2021-10-23T00:00:00,3.7,0.0,0.57,14.2
2021-10-24T00:00:00,3.0,0.8,0.57,13.1
2021-10-25T00:00:00,3.8,10.2,0.78,18.4
2021-10-26T00:00:00,7.0,63.0,0.83,17.1
2021-10-27T00:00:00,7.2,3.6,0.63,15.1
2021-10-28T00:00:00,4.2,0.0,0.62,12.9
2021-10-29T00:00:00,7.6,8.6,0.68,12.4
2021-10-30T00:00:00,4.8,4.1,0.78,15.4
2021-10-31T00:00:00,4.8,1.5,0.67,16.0
2021-11-01T00:00:00,5.5,0.0,0.47,15.2
2021-11-02T00:00:00,3.4,0.0,0.47,12.3
2021-11-03T00:00:00,5.0,0.0,0.48,9.5
2021-11-04T00:00:00,3.1,0.0,0.43,8.5
2021-11-05T00:00:00,3.6,0.0,0.44,8.9
2021-11-06T00:00:00,2.3,0.0,0.47,9.4
2021-11-07T00:00:00,2.0,0.0,0.51,9.7
2021-11-08T00:00:00,2.7,0.0,0.48,13.1
2021-11-09T00:00:00,1.5,0.0,0.53,15.5
2021-11-10T00:00:00,3.8,0.0,0.47,16.4
2021-11-11T00:00:00,4.0,0.0,0.62,12.4
2021-11-12T00:00:00,6.1,8.9,0.65,17.3
2021-11-13T00:00:00,5.9,5.8,0.58,12.8
2021-11-14T00:00:00,4.7,0.3,0.55,7.2
2021-11-15T00:00:00,5.9,0.3,0.6,7.7
2021-11-16T00:00:00,5.5,0.0,0.46,7.1
2021-11-17T00:00:00,3.1,0.0,0.58,9.3
2021-11-18T00:00:00,4.2,1.3,0.65,15.2
2021-11-19T00:00:00,7.5,0.8,0.46,9.9
2021-11-20T00:00:00,3.1,0.0,0.49,6.3
2021-11-21T00:00:00,3.9,0.0,0.6,9.8
2021-11-22T00:00:00,5.9,1.0,0.59,11.2
2021-11-23T00:00:00,7.8,0.0,0.47,3.9
2021-11-24T00:00:00,5.3,0.0,0.43,3.5
2021-11-25T00:00:00,2.7,0.0,0.37,8.6
2021-11-26T00:00:00,7.2,2.0,0.6,8.9
2021-11-27T00:00:00,7.9,0.0,0.47,4.0
2021-11-28T00:00:00,2.3,0.0,0.65,2.9
2021-11-29T00:00:00,5.9,0.3,0.56,5.3
2021-11-30T00:00:00,4.2,0.0,0.54,3.1
2021-12-01T00:00:00,4.4,0.0,0.44,7.4
2021-12-02T00:00:00,5.5,1.0,0.62,11.3
2021-12-03T00:00:00,7.8,0.0,0.42,9.3
2021-12-04T00:00:00,3.1,0.0,0.49,5.9
2021-12-05T00:00:00,3.2,0.0,0.39,7.4
2021-12-06T00:00:00,6.4,11.2,0.77,10.7
2021-12-07T00:00:00,4.9,0.0,0.42,7.0
2021-12-08T00:00:00,4.1,1.0,0.64,4.5
2021-12-09T00:00:00,5.1,0.0,0.47,2.8
2021-12-10T00:00:00,3.0,0.0,0.55,6.7
2021-12-11T00:00:00,4.7,3.6,0.8,10.8
2021-12-12T00:00:00,7.5,0.0,0.34,10.7
2021-12-13T00:00:00,5.3,0.0,0.29,8.3
2021-12-14T00:00:00,4.1,0.0,0.36,10.1
2021-12-15T00:00:00,3.5,0.0,0.59,8.3
2021-12-16T00:00:00,5.1,0.0,0.56,13.6
2021-12-17T00:00:00,5.5,0.0,0.31,15.2
2021-12-18T00:00:00,3.4,2.3,0.74,7.6
2021-12-19T00:00:00,7.1,0.3,0.59,5.7
2021-12-20T00:00:00,3.8,0.0,0.48,0.0
2021-12-21T00:00:00,2.7,0.0,0.53,2.9
2021-12-22T00:00:00,7.2,4.1,0.58,6.2
2021-12-23T00:00:00,6.3,0.0,0.46,1.8
2021-12-24T00:00:00,3.5,0.5,0.75,1.7
2021-12-25T00:00:00,2.5,4.1,0.83,4.7
2021-12-26T00:00:00,8.5,0.0,0.54,8.7
2021-12-27T00:00:00,3.8,2.0,0.59,3.7
2021-12-28T00:00:00,2.9,1.3,0.67,5.2
2021-12-29T00:00:00,3.6,4.1,0.84,6.3
2021-12-30T00:00:00,2.5,1.3,0.85,7.2
2021-12-31T00:00:00,2.9,0.0,0.81,10.0
2022-01-01T00:00:00,2.8,19.3,0.89,11.6
2022-01-02T00:00:00,4.3,1.0,0.8,11.4
2022-01-03T00:00:00,6.4,0.0,0.49,1.4
2022-01-04T00:00:00,3.9,0.0,0.48,-2.7
2022-01-05T00:00:00,3.4,6.1,0.76,3.2
2022-01-06T00:00:00,5.0,0.0,0.45,4.9
2022-01-07T00:00:00,8.3,8.4,0.63,0.7
2022-01-08T00:00:00,4.8,0.0,0.43,-2.5
2022-01-09T00:00:00,4.9,2.8,0.65,1.4
2022-01-10T00:00:00,7.5,0.0,0.44,1.6
2022-01-11T00:00:00,6.4,0.0,0.41,-5.4
2022-01-12T00:00:00,4.4,0.0,0.44,-1.9
2022-01-13T00:00:00,2.6,0.0,0.64,4.0
2022-01-14T00:00:00,7.6,0.0,0.64,4.8
2022-01-15T00:00:00,5.8,0.0,0.48,-6.7
2022-01-16T00:00:00,5.5,9.1,0.66,-8.0
2022-01-17T00:00:00,8.6,26.9,0.69,3.9
2022-01-18T00:00:00,8.4,0.0,0.45,1.8
2022-01-19T00:00:00,4.7,0.0,0.46,3.2
2022-01-20T00:00:00,5.4,6.4,0.6,5.1
2022-01-21T00:00:00,6.2,0.0,0.43,-6.0
2022-01-22T00:00:00,3.4,0.0,0.46,-5.9
2022-01-23T00:00:00,4.2,0.3,0.44,-0.7
2022-01-24T00:00:00,3.6,0.0,0.61,-0.2
2022-01-25T00:00:00,4.7,0.0,0.54,3.6
2022-01-26T00:00:00,5.6,0.0,0.38,-2.3
2022-01-27T00:00:00,3.7,0.0,0.44,-4.2
2022-01-28T00:00:00,3.5,2.8,0.67,0.1
2022-01-29T00:00:00,10.2,12.4,0.66,-4.8
2022-01-30T00:00:00,6.1,0.0,0.45,-7.1
2022-01-31T00:00:00,2.9,0.0,0.48,-3.4
2022-02-01T00:00:00,3.4,0.0,0.56,-1.7
2022-02-02T00:00:00,2.3,0.0,0.79,2.3
2022-02-03T00:00:00,2.6,10.7,0.87,6.4
2022-02-04T00:00:00,5.3,18.8,0.81,5.8
2022-02-05T00:00:00,7.9,0.0,0.56,-2.8
2022-02-06T00:00:00,3.2,0.0,0.52,-4.8
2022-02-07T00:00:00,3.1,3.8,0.84,0.5
2022-02-08T00:00:00,5.7,2.0,0.62,4.1
2022-02-09T00:00:00,3.7,0.0,0.54,2.8
2022-02-10T00:00:00,4.4,0.0,0.51,6.3
2022-02-11T00:00:00,5.0,0.0,0.46,8.6
2022-02-12T00:00:00,5.9,0.0,0.36,11.8
2022-02-13T00:00:00,4.7,4.8,0.69,2.8
2022-02-14T00:00:00,7.9,0.0,0.41,-4.3
2022-02-15T00:00:00,4.9,0.0,0.36,-4.7
2022-02-16T00:00:00,4.5,0.0,0.59,1.6
2022-02-17T00:00:00,5.6,7.6,0.65,11.6
2022-02-18T00:00:00,9.1,6.4,0.51,9.9
2022-02-19T00:00:00,7.6,0.0,0.41,0.1
2022-02-20T00:00:00,5.8,0.0,0.42,-2.6
2022-02-21T00:00:00,3.4,0.0,0.51,4.1
2022-02-22T00:00:00,4.5,5.8,0.86,5.6
2022-02-23T00:00:00,6.4,0.0,0.6,14.4
2022-02-24T00:00:00,4.8,0.0,0.43,1.1
2022-02-25T00:00:00,6.6,20.8,0.72,0.8
2022-02-26T00:00:00,5.0,0.0,0.46,-1.1
2022-02-27T00:00:00,7.2,0.0,0.39,2.4
2022-02-28T00:00:00,5.2,0.0,0.31,0.8
2022-03-01T00:00:00,4.2,0.0,0.53,2.6
2022-03-02T00:00:00,4.7,0.0,0.52,7.7
2022-03-03T00:00:00,8.2,0.8,0.42,5.6
2022-03-04T00:00:00,4.2,0.0,0.34,-1.9
2022-03-05T00:00:00,3.0,0.0,0.49,3.1
2022-03-06T00:00:00,4.7,1.3,0.73,9.6
2022-03-07T00:00:00,6.2,1.3,0.57,18.2
2022-03-08T00:00:00,8.2,0.0,0.39,8.7
2022-03-09T00:00:00,4.4,14.7,0.73,3.2
2022-03-10T00:00:00,2.5,0.0,0.65,4.0
2022-03-11T00:00:00,3.1,0.0,0.56,7.2
2022-03-12T00:00:00,8.4,11.9,0.72,5.1
2022-03-13T00:00:00,7.3,0.0,0.42,-2.3
2022-03-14T00:00:00,4.4,0.0,0.43,5.3
2022-03-15T00:00:00,4.1,0.0,0.41,11.6
2022-03-16T00:00:00,3.5,0.0,0.54,13.6
2022-03-17T00:00:00,4.1,2.8,0.89,8.2
2022-03-18T00:00:00,3.4,0.0,0.75,13.9
2022-03-19T00:00:00,3.3,1.8,0.76,13.1
2022-03-20T00:00:00,7.3,0.0,0.52,14.3
2022-03-21T00:00:00,6.4,0.0,0.36,10.4
2022-03-22T00:00:00,7.2,0.0,0.25,10.7
2022-03-23T00:00:00,5.2,2.8,0.46,7.2
2022-03-24T00:00:00,7.6,25.9,0.88,5.7
2022-03-25T00:00:00,4.8,0.8,0.57,9.6
2022-03-26T00:00:00,5.5,1.0,0.49,10.4
2022-03-27T00:00:00,8.2,0.0,0.48,5.9
2022-03-28T00:00:00,9.9,0.0,0.37,-1.5
2022-03-29T00:00:00,8.5,0.0,0.41,-1.2
2022-03-30T00:00:00,3.9,0.0,0.4,2.6
2022-03-31T00:00:00,4.8,1.3,0.79,9.9
2022-04-01T00:00:00,7.6,6.6,0.55,13.1
2022-04-02T00:00:00,6.1,0.0,0.46,7.2
2022-04-03T00:00:00,4.0,2.3,0.69,7.0
2022-04-04T00:00:00,5.4,0.0,0.47,7.6
2022-04-05T00:00:00,3.4,1.5,0.53,9.7
2022-04-06T00:00:00,6.9,9.1,0.85,8.6
2022-04-07T00:00:00,7.5,24.6,0.84,9.1
2022-04-08T00:00:00,4.7,1.0,0.53,12.8
2022-04-09T00:00:00,4.4,0.5,0.58,11.4
2022-04-10T00:00:00,7.9,0.0,0.47,8.6
2022-04-11T00:00:00,4.7,0.0,0.46,8.8
2022-04-12T00:00:00,3.3,1.0,0.54,13.4
2022-04-13T00:00:00,3.4,0.0,0.63,15.4
2022-04-14T00:00:00,4.9,2.8,0.63,16.3
2022-04-15T00:00:00,5.5,0.0,0.29,15.7
2022-04-16T00:00:00,5.6,3.6,0.47,15.7
2022-04-17T00:00:00,7.0,0.0,0.42,8.3
2022-04-18T00:00:00,5.7,23.4,0.5,7.9
2022-04-19T00:00:00,8.8,29.0,0.58,7.6
2022-04-20T00:00:00,5.5,0.0,0.41,9.4
2022-04-21T00:00:00,5.4,0.0,0.59,10.6
2022-04-22T00:00:00,4.8,0.0,0.39,14.6
2022-04-23T00:00:00,3.1,0.0,0.45,13.3
2022-04-24T00:00:00,4.1,0.0,0.47,12.8
2022-04-25T00:00:00,4.2,0.0,0.54,10.4
2022-04-26T00:00:00,3.8,1.3,0.8,11.5
2022-04-27T00:00:00,9.6,0.0,0.43,11.6
2022-04-28T00:00:00,9.3,0.0,0.31,8.2
2022-04-29T00:00:00,7.7,0.0,0.21,10.4
2022-04-30T00:00:00,3.6,0.0,0.27,12.9
2022-05-01T00:00:00,3.8,0.0,0.46,13.6
2022-05-02T00:00:00,4.3,8.9,0.83,12.1
2022-05-03T00:00:00,4.5,0.0,0.73,12.4
2022-05-04T00:00:00,2.7,3.0,0.8,12.0
2022-05-05T00:00:00,4.1,0.0,0.5,17.2
2022-05-06T00:00:00,3.8,18.8,0.78,14.8
2022-05-07T00:00:00,8.9,26.9,0.76,10.0
2022-05-08T00:00:00,8.0,0.5,0.43,10.4
2022-05-09T00:00:00,7.0,0.0,0.27,13.5
2022-05-10T00:00:00,6.4,0.0,0.33,15.4
2022-05-11T00:00:00,4.1,0.0,0.42,16.1
2022-05-12T00:00:00,4.2,0.0,0.74,17.1
2022-05-13T00:00:00,3.9,0.0,0.88,16.0
2022-05-14T00:00:00,2.9,7.1,0.87,17.9
2022-05-15T00:00:00,3.1,0.5,0.78,18.8
2022-05-16T00:00:00,4.6,11.9,0.73,20.4
2022-05-17T00:00:00,7.0,0.0,0.41,19.7
2022-05-18T00:00:00,4.9,0.0,0.44,17.8
2022-05-19T00:00:00,3.0,18.3,0.8,15.5
2022-05-20T00:00:00,3.7,11.2,0.86,15.4
2022-05-21T00:00:00,2.6,0.0,0.67,21.2
2022-05-22T00:00:00,3.8,0.0,0.57,27.8
2022-05-23T00:00:00,5.0,0.0,0.45,21.0
2022-05-24T00:00:00,5.1,0.0,0.58,17.4
2022-05-25T00:00:00,3.6,0.0,0.55,16.2
2022-05-26T00:00:00,4.5,0.0,0.67,16.4
2022-05-27T00:00:00,4.4,4.1,0.82,20.2
2022-05-28T00:00:00,3.5,6.9,0.74,20.4
2022-05-29T00:00:00,2.6,0.0,0.57,20.7
2022-05-30T00:00:00,3.6,0.0,0.57,23.3
2022-05-31T00:00:00,5.1,0.0,0.43,28.3
2022-06-01T00:00:00,5.1,21.3,0.78,17.8
2022-06-02T00:00:00,3.1,13.2,0.8,20.3
2022-06-03T00:00:00,3.8,0.0,0.73,19.5
2022-06-04T00:00:00,3.0,0.0,0.52,21.9
2022-06-05T00:00:00,3.2,0.0,0.34,20.0
2022-06-06T00:00:00,3.0,0.0,0.34,22.2
2022-06-07T00:00:00,6.9,1.3,0.61,21.8
2022-06-08T00:00:00,4.1,0.0,0.6,23.7
2022-06-09T00:00:00,6.5,17.8,0.58,24.4
2022-06-10T00:00:00,4.4,0.0,0.42,21.8
2022-06-11T00:00:00,3.5,5.8,0.56,21.8
2022-06-12T00:00:00,4.2,2.0,0.74,20.5
2022-06-13T00:00:00,2.4,0.0,0.6,24.2
2022-06-14T00:00:00,2.9,0.0,0.45,23.9
2022-06-15T00:00:00,4.4,0.0,0.58,23.3
2022-06-16T00:00:00,5.5,7.1,0.71,20.3
2022-06-17T00:00:00,5.6,0.0,0.52,25.2
2022-06-18T00:00:00,8.4,0.0,0.49,21.7
2022-06-19T00:00:00,7.2,0.0,0.39,17.3
2022-06-20T00:00:00,4.0,0.0,0.36,20.5
2022-06-21T00:00:00,2.7,2.3,0.57,22.1
2022-06-22T00:00:00,4.6,2.5,0.79,19.1
2022-06-23T00:00:00,3.8,0.0,0.72,19.2
2022-06-24T00:00:00,2.5,0.0,0.67,21.9
2022-06-25T00:00:00,3.2,0.0,0.53,25.8
2022-06-26T00:00:00,4.0,0.0,0.5,27.0
2022-06-27T00:00:00,4.0,12.2,0.72,24.3
2022-06-28T00:00:00,3.5,0.0,0.46,22.4
2022-06-29T00:00:00,3.2,0.0,0.51,23.9
2022-06-30T00:00:00,3.4,0.0,0.47,25.4
