date,avg_wind_speed,precipitation,avg_rel_humid,avg_temp
2022-07-01T00:00:00,4.7,0.0,0.53,28.1
2022-07-02T00:00:00,4.0,0.0,0.57,28.7
2022-07-03T00:00:00,3.7,0.0,0.43,26.9
2022-07-04T00:00:00,2.8,0.0,0.35,25.6
2022-07-05T00:00:00,5.5,2.0,0.55,25.9
2022-07-06T00:00:00,4.6,0.0,0.59,26.0
2022-07-07T00:00:00,4.7,0.0,0.64,24.2
2022-07-08T00:00:00,3.0,7.4,0.71,23.5
2022-07-09T00:00:00,3.1,0.0,0.51,24.7
2022-07-10T00:00:00,4.7,0.0,0.49,23.4
2022-07-11T00:00:00,5.2,0.0,0.49,24.0
2022-07-12T00:00:00,5.5,0.0,0.57,25.8
2022-07-13T00:00:00,3.5,0.0,0.49,28.9
2022-07-14T00:00:00,3.4,0.0,0.52,26.6
2022-07-15T00:00:00,3.9,0.0,0.5,26.1
2022-07-16T00:00:00,3.5,14.0,0.73,24.3
2022-07-17T00:00:00,3.2,0.0,0.64,25.7
2022-07-18T00:00:00,4.6,8.6,0.75,26.2
2022-07-19T00:00:00,5.6,0.0,0.49,28.2
2022-07-20T00:00:00,3.7,0.0,0.47,31.3
2022-07-21T00:00:00,4.7,14.5,0.55,29.8
2022-07-22T00:00:00,3.5,0.0,0.46,30.9
2022-07-23T00:00:00,3.5,0.0,0.47,30.3
2022-07-24T00:00:00,4.9,0.0,0.44,31.1
2022-07-25T00:00:00,4.7,19.3,0.64,29.8
2022-07-26T00:00:00,3.4,0.0,0.47,25.9
2022-07-27T00:00:00,3.6,0.0,0.55,25.5
2022-07-28T00:00:00,4.3,2.0,0.67,26.7
2022-07-29T00:00:00,3.5,0.5,0.56,28.2
2022-07-30T00:00:00,4.7,0.0,0.45,26.7
2022-07-31T00:00:00,3.4,0.0,0.51,26.3
2022-08-01T00:00:00,3.1,10.4,0.79,23.1
2022-08-02T00:00:00,3.6,0.0,0.58,26.4
2022-08-03T00:00:00,3.9,0.0,0.55,27.6
2022-08-04T00:00:00,4.2,0.0,0.51,29.1
2022-08-05T00:00:00,3.6,0.0,0.54,29.3
2022-08-06T00:00:00,4.2,0.0,0.54,29.6
2022-08-07T00:00:00,4.8,15.5,0.6,29.6
2022-08-08T00:00:00,5.5,0.0,0.59,30.3
2022-08-09T00:00:00,4.0,1.3,0.59,31.3
2022-08-10T00:00:00,3.8,0.0,0.57,27.2
2022-08-11T00:00:00,3.3,3.3,0.59,26.6
2022-08-12T00:00:00,5.0,0.0,0.39,25.6
2022-08-13T00:00:00,4.0,0.0,0.42,23.1
2022-08-14T00:00:00,3.9,0.0,0.43,24.0
2022-08-15T00:00:00,2.9,0.0,0.49,24.3
2022-08-16T00:00:00,3.8,0.0,0.54,23.6
2022-08-17T00:00:00,3.0,7.9,0.54,23.6
2022-08-18T00:00:00,3.4,0.0,0.5,24.1
2022-08-19T00:00:00,3.6,0.0,0.46,26.3
2022-08-20T00:00:00,3.2,0.0,0.52,27.9
2022-08-21T00:00:00,3.9,0.0,0.68,25.3
2022-08-22T00:00:00,3.4,6.1,0.78,24.5
2022-08-23T00:00:00,3.9,0.0,0.64,25.9
2022-08-24T00:00:00,4.0,0.0,0.48,26.9
2022-08-25T00:00:00,3.3,0.0,0.45,28.1
2022-08-26T00:00:00,4.0,7.1,0.6,27.4
2022-08-27T00:00:00,3.0,0.0,0.57,27.8
2022-08-28T00:00:00,4.7,0.0,0.72,24.6
2022-08-29T00:00:00,4.6,0.0,0.69,26.0
2022-08-30T00:00:00,5.1,1.0,0.69,26.8
2022-08-31T00:00:00,5.3,0.0,0.48,25.6
2022-09-01T00:00:00,5.8,0.0,0.37,25.9
2022-09-02T00:00:00,4.4,0.0,0.54,21.7
2022-09-03T00:00:00,3.1,0.0,0.61,22.8
2022-09-04T00:00:00,3.0,0.0,0.63,25.3
2022-09-05T00:00:00,3.9,0.3,0.7,25.8
2022-09-06T00:00:00,3.8,29.5,0.82,23.3
2022-09-07T00:00:00,6.0,0.0,0.71,20.8
2022-09-08T00:00:00,3.5,0.0,0.6,21.8
2022-09-09T00:00:00,4.0,0.0,0.58,21.9
2022-09-10T00:00:00,2.7,0.0,0.51,23.6
2022-09-11T00:00:00,2.6,6.9,0.73,23.2
2022-09-12T00:00:00,3.0,23.6,0.78,22.4
2022-09-13T00:00:00,4.3,42.9,0.66,24.7
2022-09-14T00:00:00,5.2,0.0,0.51,22.9
2022-09-15T00:00:00,4.8,0.0,0.44,21.8
2022-09-16T00:00:00,2.6,0.0,0.41,19.6
2022-09-17T00:00:00,4.2,0.0,0.6,20.8
2022-09-18T00:00:00,5.0,0.0,0.55,23.4
2022-09-19T00:00:00,4.3,1.8,0.58,25.6
2022-09-20T00:00:00,5.2,0.0,0.59,23.2
2022-09-21T00:00:00,3.3,0.0,0.6,22.0
2022-09-22T00:00:00,6.2,4.3,0.65,21.8
2022-09-23T00:00:00,8.8,0.0,0.48,15.1
2022-09-24T00:00:00,4.3,0.0,0.44,14.5
2022-09-25T00:00:00,4.3,19.8,0.62,19.2
2022-09-26T00:00:00,4.9,0.0,0.51,19.4
2022-09-27T00:00:00,4.3,0.0,0.44,19.7
2022-09-28T00:00:00,4.5,0.0,0.54,17.2
2022-09-29T00:00:00,5.1,0.0,0.52,16.6
2022-09-30T00:00:00,5.6,0.0,0.6,14.5
2022-10-01T00:00:00,7.8,16.8,0.72,14.8
2022-10-02T00:00:00,10.2,1.8,0.62,15.2
2022-10-03T00:00:00,8.4,11.4,0.61,11.5
2022-10-04T00:00:00,7.0,45.0,0.63,10.3
2022-10-05T00:00:00,4.8,10.7,0.82,13.8
2022-10-06T00:00:00,1.7,0.0,0.53,17.6
2022-10-07T00:00:00,3.9,0.0,0.53,20.3
2022-10-08T00:00:00,4.8,0.5,0.5,13.9
2022-10-09T00:00:00,3.5,0.0,0.45,12.3
2022-10-10T00:00:00,3.3,0.0,0.4,15.8
2022-10-11T00:00:00,2.5,0.0,0.53,17.0
2022-10-12T00:00:00,3.5,0.0,0.54,17.9
2022-10-13T00:00:00,5.5,19.8,0.8,18.7
2022-10-14T00:00:00,3.7,5.1,0.59,15.7
2022-10-15T00:00:00,3.6,0.0,0.56,16.2
2022-10-16T00:00:00,1.9,0.0,0.53,16.1
2022-10-17T00:00:00,3.4,3.3,0.71,16.6
2022-10-18T00:00:00,4.9,0.0,0.41,12.6
2022-10-19T00:00:00,5.0,0.0,0.44,10.0
2022-10-20T00:00:00,5.5,0.0,0.43,11.1
2022-10-21T00:00:00,2.4,0.0,0.44,13.4
2022-10-22T00:00:00,2.0,0.0,0.54,14.4
2022-10-23T00:00:00,6.0,0.0,,14.7
2022-10-24T00:00:00,5.9,11.7,0.89,14.1
2022-10-25T00:00:00,3.3,0.3,0.92,16.9
2022-10-26T00:00:00,2.9,0.0,0.82,18.3
2022-10-27T00:00:00,6.2,0.0,0.48,16.9
2022-10-28T00:00:00,4.7,0.0,0.5,11.3
2022-10-29T00:00:00,2.6,0.0,0.58,10.8
2022-10-30T00:00:00,1.7,0.0,0.55,12.5
2022-10-31T00:00:00,2.7,1.8,0.71,14.4
2022-11-01T00:00:00,3.9,4.1,0.77,16.9
2022-11-02T00:00:00,2.7,0.0,0.55,17.6
2022-11-03T00:00:00,2.3,0.0,0.66,15.7
2022-11-04T00:00:00,2.7,0.0,0.79,15.2
2022-11-05T00:00:00,4.7,0.0,0.75,19.4
2022-11-06T00:00:00,3.5,0.3,0.77,19.8
2022-11-07T00:00:00,5.8,0.5,0.47,21.3
2022-11-08T00:00:00,6.1,0.0,0.35,13.2
2022-11-09T00:00:00,3.3,0.0,0.51,8.7
2022-11-10T00:00:00,2.6,0.0,0.66,12.6
2022-11-11T00:00:00,4.2,31.2,0.87,16.4
2022-11-12T00:00:00,5.5,2.3,0.66,19.7
2022-11-13T00:00:00,6.9,0.5,0.61,12.9
2022-11-14T00:00:00,5.9,0.0,0.48,6.3
2022-11-15T00:00:00,5.6,12.4,0.6,4.9
2022-11-16T00:00:00,7.6,5.1,0.68,7.3
2022-11-17T00:00:00,7.0,0.0,0.47,5.7
2022-11-18T00:00:00,7.2,0.0,0.44,4.5
2022-11-19T00:00:00,5.0,0.0,0.42,2.8
2022-11-20T00:00:00,8.2,0.0,0.34,2.7
2022-11-21T00:00:00,5.1,0.0,0.37,1.1
2022-11-22T00:00:00,4.0,0.0,0.38,6.6
2022-11-23T00:00:00,3.4,0.0,0.37,9.4
2022-11-24T00:00:00,2.8,0.0,0.6,8.1
2022-11-25T00:00:00,6.0,0.0,0.64,10.0
2022-11-26T00:00:00,5.9,0.0,0.4,9.3
2022-11-27T00:00:00,4.8,13.7,0.63,10.7
2022-11-28T00:00:00,7.2,0.0,0.59,12.2
2022-11-29T00:00:00,2.7,0.0,0.58,5.4
2022-11-30T00:00:00,6.5,10.9,0.7,8.4
2022-12-01T00:00:00,7.6,0.0,0.41,5.7
2022-12-02T00:00:00,3.0,0.0,0.5,3.4
2022-12-03T00:00:00,5.8,10.4,0.72,10.6
2022-12-04T00:00:00,4.3,0.0,0.42,7.0
2022-12-05T00:00:00,2.4,0.0,0.5,5.4
2022-12-06T00:00:00,4.6,19.8,0.81,9.3
2022-12-07T00:00:00,3.8,9.1,0.88,13.8
2022-12-08T00:00:00,5.2,0.0,0.6,11.6
2022-12-09T00:00:00,5.0,0.0,0.5,5.3
2022-12-10T00:00:00,4.7,0.0,0.58,2.2
2022-12-11T00:00:00,5.7,6.4,0.77,3.4
2022-12-12T00:00:00,5.2,0.0,0.71,1.6
2022-12-13T00:00:00,5.1,0.0,0.54,0.3
2022-12-14T00:00:00,6.0,0.0,0.51,1.7
2022-12-15T00:00:00,6.3,15.0,0.73,2.7
2022-12-16T00:00:00,9.1,13.7,0.85,6.2
2022-12-17T00:00:00,6.7,0.0,0.55,5.0
2022-12-18T00:00:00,6.3,0.0,0.51,3.1
2022-12-19T00:00:00,7.2,0.0,0.52,1.7
2022-12-20T00:00:00,5.2,0.0,0.52,1.9
2022-12-21T00:00:00,2.1,0.0,0.55,1.0
2022-12-22T00:00:00,6.0,5.3,0.78,3.8
2022-12-23T00:00:00,10.9,24.1,0.7,7.5
2022-12-24T00:00:00,8.8,0.0,0.42,-11.7
2022-12-25T00:00:00,7.4,0.0,0.46,-6.9
2022-12-26T00:00:00,5.3,0.0,0.44,-4.7
2022-12-27T00:00:00,4.4,0.0,0.45,-0.7
2022-12-28T00:00:00,3.4,0.0,0.46,3.4
2022-12-29T00:00:00,3.4,0.0,0.47,6.4
2022-12-30T00:00:00,2.5,0.0,0.55,9.3
2022-12-31T00:00:00,2.1,7.9,0.89,8.2
2023-01-01T00:00:00,4.1,0.5,0.62,10.7
2023-01-02T00:00:00,2.5,0.0,0.61,10.8
2023-01-03T00:00:00,2.5,10.9,0.87,9.6
2023-01-04T00:00:00,3.7,0.3,0.79,13.7
2023-01-05T00:00:00,3.4,0.8,0.91,7.9
2023-01-06T00:00:00,3.8,6.1,0.77,6.7
2023-01-07T00:00:00,5.1,0.0,0.58,5.3
2023-01-08T00:00:00,3.8,0.0,0.53,3.4
2023-01-09T00:00:00,4.4,0.0,0.6,4.4
2023-01-10T00:00:00,3.9,0.0,0.54,4.4
2023-01-11T00:00:00,4.3,0.0,0.55,3.2
2023-01-12T00:00:00,5.1,7.6,0.8,4.9
2023-01-13T00:00:00,6.0,2.5,0.74,10.7
2023-01-14T00:00:00,8.3,0.0,0.64,2.0
2023-01-15T00:00:00,9.7,0.0,0.52,0.8
2023-01-16T00:00:00,6.3,0.0,0.36,2.1
2023-01-17T00:00:00,2.7,0.0,0.34,5.1
2023-01-18T00:00:00,6.2,1.0,0.59,8.6
2023-01-19T00:00:00,3.9,26.7,0.77,6.3
2023-01-20T00:00:00,5.6,0.3,0.65,6.5
2023-01-21T00:00:00,4.9,0.0,0.55,4.7
2023-01-22T00:00:00,3.6,13.2,0.62,3.7
2023-01-23T00:00:00,6.9,9.9,0.77,3.5
2023-01-24T00:00:00,6.4,0.0,0.49,3.9
2023-01-25T00:00:00,5.5,28.7,0.67,3.8
2023-01-26T00:00:00,7.7,8.6,0.57,8.8
2023-01-27T00:00:00,4.1,0.0,0.48,4.8
2023-01-28T00:00:00,4.8,0.0,0.4,5.8
2023-01-29T00:00:00,3.8,0.0,0.57,8.5
2023-01-30T00:00:00,3.0,0.0,0.6,9.1
2023-01-31T00:00:00,4.1,1.3,0.6,5.1
2023-02-01T00:00:00,4.1,0.5,0.48,0.3
2023-02-02T00:00:00,4.3,0.0,0.36,1.1
2023-02-03T00:00:00,11.2,0.0,0.41,-1.6
2023-02-04T00:00:00,6.7,0.0,0.38,-10.7
2023-02-05T00:00:00,3.6,0.0,0.52,0.8
2023-02-06T00:00:00,4.6,0.0,0.58,6.2
2023-02-07T00:00:00,4.1,0.3,0.56,2.1
2023-02-08T00:00:00,4.3,0.0,0.5,6.8
2023-02-09T00:00:00,3.3,0.0,0.7,7.2
2023-02-10T00:00:00,6.5,0.0,0.5,12.3
2023-02-11T00:00:00,5.6,0.0,0.41,6.2
2023-02-12T00:00:00,3.0,0.5,0.45,5.6
2023-02-13T00:00:00,5.2,0.0,0.28,7.8
2023-02-14T00:00:00,5.3,0.0,0.39,9.2
2023-02-15T00:00:00,5.7,0.0,0.5,10.6
2023-02-16T00:00:00,3.3,1.3,0.54,16.3
2023-02-17T00:00:00,7.0,4.6,0.71,12.4
2023-02-18T00:00:00,6.1,0.0,0.39,1.5
2023-02-19T00:00:00,4.3,0.0,0.56,5.3
2023-02-20T00:00:00,4.0,0.0,0.56,10.0
2023-02-21T00:00:00,4.1,6.6,0.72,6.7
2023-02-22T00:00:00,4.0,4.8,0.59,5.4
2023-02-23T00:00:00,4.7,0.8,0.84,3.7
2023-02-24T00:00:00,8.3,0.0,0.51,5.7
2023-02-25T00:00:00,3.3,0.0,0.54,-2.5
2023-02-26T00:00:00,3.6,0.0,0.62,1.8
2023-02-27T00:00:00,5.3,7.9,0.5,4.1
2023-02-28T00:00:00,5.2,7.1,0.83,1.7
2023-03-01T00:00:00,3.9,0.3,0.67,3.9
2023-03-02T00:00:00,5.5,0.0,0.69,6.3
2023-03-03T00:00:00,5.3,3.8,0.55,5.3
2023-03-04T00:00:00,7.0,28.7,0.75,5.5
2023-03-05T00:00:00,6.9,0.0,0.51,6.4
2023-03-06T00:00:00,6.2,0.0,0.38,7.8
2023-03-07T00:00:00,8.3,1.3,0.5,5.6
2023-03-08T00:00:00,7.6,0.0,0.5,3.2
2023-03-09T00:00:00,6.3,0.0,0.5,4.9
2023-03-10T00:00:00,3.8,8.6,0.64,4.6
2023-03-11T00:00:00,6.8,7.9,0.72,4.9
2023-03-12T00:00:00,4.0,0.0,0.55,4.5
2023-03-13T00:00:00,5.7,18.3,0.82,5.4
2023-03-14T00:00:00,9.9,2.5,0.71,3.3
2023-03-15T00:00:00,11.5,0.0,0.47,3.4
2023-03-16T00:00:00,4.3,0.0,0.29,6.3
2023-03-17T00:00:00,3.4,0.0,0.44,10.9
2023-03-18T00:00:00,6.5,0.3,0.38,10.4
2023-03-19T00:00:00,7.4,0.0,0.31,3.1
2023-03-20T00:00:00,4.3,0.0,0.34,4.2
2023-03-21T00:00:00,4.1,0.0,0.24,9.9
2023-03-22T00:00:00,4.8,0.0,0.49,11.6
2023-03-23T00:00:00,4.3,1.8,0.75,11.1
2023-03-24T00:00:00,3.9,0.0,0.46,10.7
2023-03-25T00:00:00,6.4,4.3,0.74,7.3
2023-03-26T00:00:00,5.1,0.0,0.4,10.1
2023-03-27T00:00:00,4.4,5.1,0.51,11.0
2023-03-28T00:00:00,3.5,0.0,0.54,7.7
2023-03-29T00:00:00,4.3,0.3,0.42,8.2
2023-03-30T00:00:00,6.9,0.5,0.35,4.4
2023-03-31T00:00:00,3.7,0.0,0.54,7.1
2023-04-01T00:00:00,5.7,9.1,0.66,14.6
2023-04-02T00:00:00,8.0,0.0,0.31,9.4
2023-04-03T00:00:00,4.8,0.0,0.46,8.2
2023-04-04T00:00:00,3.3,0.0,0.7,13.4
2023-04-05T00:00:00,5.8,0.3,0.85,10.9
2023-04-06T00:00:00,3.7,0.0,0.71,12.4
2023-04-07T00:00:00,6.8,0.0,0.27,13.3
2023-04-08T00:00:00,4.0,0.0,0.34,7.4
2023-04-09T00:00:00,4.4,0.0,0.46,8.1
2023-04-10T00:00:00,3.7,0.0,0.42,10.5
2023-04-11T00:00:00,4.5,0.0,0.22,16.1
2023-04-12T00:00:00,5.3,0.0,0.24,21.9
2023-04-13T00:00:00,4.2,0.0,0.26,25.3
2023-04-14T00:00:00,3.4,0.0,0.3,26.2
2023-04-15T00:00:00,3.9,0.0,0.76,19.7
2023-04-16T00:00:00,3.4,0.0,0.82,14.9
2023-04-17T00:00:00,5.4,0.3,0.64,13.3
2023-04-18T00:00:00,7.3,0.0,0.4,12.9
2023-04-19T00:00:00,5.1,0.0,0.44,11.0
2023-04-20T00:00:00,3.7,0.0,0.52,11.5
2023-04-21T00:00:00,5.0,0.0,0.69,13.8
2023-04-22T00:00:00,6.6,12.2,0.87,12.8
2023-04-23T00:00:00,4.0,37.1,0.71,14.3
2023-04-24T00:00:00,3.8,0.0,0.47,12.2
2023-04-25T00:00:00,2.6,0.0,0.44,12.0
2023-04-26T00:00:00,3.9,0.0,0.61,11.7
2023-04-27T00:00:00,3.3,0.0,0.73,11.7
2023-04-28T00:00:00,5.5,8.9,0.68,11.3
2023-04-29T00:00:00,7.0,63.2,0.93,10.4
2023-04-30T00:00:00,5.4,78.5,0.96,11.5
2023-05-01T00:00:00,7.0,0.8,0.5,14.6
2023-05-02T00:00:00,5.0,1.3,0.58,11.8
2023-05-03T00:00:00,3.6,0.0,0.57,11.2
2023-05-04T00:00:00,3.9,0.3,0.73,10.8
2023-05-05T00:00:00,2.8,0.0,0.64,12.8
2023-05-06T00:00:00,2.7,0.0,0.51,15.6
2023-05-07T00:00:00,3.8,0.0,0.46,18.6
2023-05-08T00:00:00,5.1,0.0,0.46,19.6
2023-05-09T00:00:00,3.7,0.0,0.39,17.1
2023-05-10T00:00:00,2.8,0.0,0.48,15.8
2023-05-11T00:00:00,3.5,0.0,0.32,20.5
2023-05-12T00:00:00,3.1,0.0,0.32,24.8
2023-05-13T00:00:00,3.4,0.0,0.36,25.3
2023-05-14T00:00:00,4.2,0.0,0.32,19.8
2023-05-15T00:00:00,4.3,0.0,0.29,18.3
2023-05-16T00:00:00,4.9,0.0,0.31,21.8
2023-05-17T00:00:00,6.4,0.0,0.36,18.2
2023-05-18T00:00:00,4.8,0.0,0.46,11.9
2023-05-19T00:00:00,5.7,0.0,0.6,15.5
2023-05-20T00:00:00,3.7,32.0,0.95,15.5
2023-05-21T00:00:00,5.4,0.0,0.57,17.7
2023-05-22T00:00:00,3.6,0.0,0.59,18.9
2023-05-23T00:00:00,3.8,0.0,0.61,16.0
2023-05-24T00:00:00,3.9,0.8,0.52,17.1
2023-05-25T00:00:00,6.2,0.0,0.44,14.9
2023-05-26T00:00:00,3.2,0.0,0.36,17.7
2023-05-27T00:00:00,3.5,0.0,0.38,19.6
2023-05-28T00:00:00,3.7,0.0,0.38,19.9
2023-05-29T00:00:00,5.2,0.0,0.47,20.8
2023-05-30T00:00:00,4.9,0.0,0.6,16.6
2023-05-31T00:00:00,3.1,0.0,0.65,16.7
2023-06-01T00:00:00,2.4,0.0,0.59,21.5
2023-06-02T00:00:00,2.2,1.3,0.51,24.2
2023-06-03T00:00:00,5.6,0.0,0.71,19.6
2023-06-04T00:00:00,4.4,0.0,0.54,15.0
2023-06-05T00:00:00,4.3,0.0,0.45,18.3
2023-06-06T00:00:00,5.1,1.0,0.44,20.8
2023-06-07T00:00:00,5.8,0.0,0.45,18.3
2023-06-08T00:00:00,3.0,0.0,0.49,17.9
2023-06-09T00:00:00,3.2,0.0,0.52,18.8
2023-06-10T00:00:00,4.8,0.0,0.52,19.7
2023-06-11T00:00:00,3.4,0.5,0.64,22.7
2023-06-12T00:00:00,5.6,3.6,0.77,22.3
2023-06-13T00:00:00,5.1,0.0,0.51,21.7
2023-06-14T00:00:00,5.1,9.9,0.61,21.7
2023-06-15T00:00:00,5.2,0.0,0.53,20.7
2023-06-16T00:00:00,3.0,4.1,0.62,22.2
2023-06-17T00:00:00,5.7,0.0,0.58,20.2
2023-06-18T00:00:00,4.8,0.0,0.5,21.8
2023-06-19T00:00:00,4.3,0.0,0.63,22.3
2023-06-20T00:00:00,4.9,0.0,0.67,20.2
2023-06-21T00:00:00,7.1,0.0,0.66,19.0
2023-06-22T00:00:00,6.3,0.3,0.74,18.5
2023-06-23T00:00:00,3.2,2.0,0.85,19.7
2023-06-24T00:00:00,3.3,0.8,0.84,22.4
2023-06-25T00:00:00,3.6,0.5,0.81,23.4
2023-06-26T00:00:00,3.8,1.8,0.82,23.2
2023-06-27T00:00:00,3.4,0.5,0.79,22.8
2023-06-28T00:00:00,3.4,0.0,0.66,23.6
2023-06-29T00:00:00,3.5,0.0,0.62,23.6
2023-06-30T00:00:00,3.4,0.0,0.65,24.4
2023-07-01T00:00:00,4.5,0.0,0.59,24.5
2023-07-02T00:00:00,4.4,15.2,0.76,25.2
2023-07-03T00:00:00,3.7,9.4,0.68,27.0
2023-07-04T00:00:00,1.9,7.1,0.79,25.9
2023-07-05T00:00:00,2.8,0.0,0.61,26.8
2023-07-06T00:00:00,3.7,0.0,0.66,28.8
2023-07-07T00:00:00,3.3,0.0,0.71,26.7
2023-07-08T00:00:00,3.6,0.0,0.76,26.4
2023-07-09T00:00:00,4.1,29.7,0.8,26.2
2023-07-10T00:00:00,4.1,0.0,0.64,25.1
2023-07-11T00:00:00,3.5,0.0,0.44,26.9
2023-07-12T00:00:00,2.7,0.0,0.46,29.6
2023-07-13T00:00:00,5.5,0.0,0.62,28.9
2023-07-14T00:00:00,3.8,6.1,0.77,26.1
2023-07-15T00:00:00,3.8,0.3,0.8,26.2
2023-07-16T00:00:00,3.7,35.3,0.86,26.1
2023-07-17T00:00:00,3.1,0.0,0.69,27.2
2023-07-18T00:00:00,3.5,0.8,0.73,26.7
2023-07-19T00:00:00,2.5,5.8,0.72,25.3
2023-07-20T00:00:00,3.5,0.0,0.64,25.4
2023-07-21T00:00:00,4.3,7.1,0.63,26.3
2023-07-22T00:00:00,3.6,0.0,0.5,25.5
2023-07-23T00:00:00,3.3,0.0,0.49,26.2
2023-07-24T00:00:00,4.4,0.0,0.57,27.1
2023-07-25T00:00:00,2.9,8.4,0.7,25.8
2023-07-26T00:00:00,3.4,0.0,0.6,25.3
2023-07-27T00:00:00,5.5,10.4,0.65,29.0
2023-07-28T00:00:00,3.0,0.0,0.6,28.9
2023-07-29T00:00:00,5.5,1.3,0.63,29.6
2023-07-30T00:00:00,4.8,0.0,0.51,23.2
2023-07-31T00:00:00,3.4,0.0,0.43,24.7
2023-08-01T00:00:00,3.5,0.0,0.45,23.6
2023-08-02T00:00:00,3.6,0.0,0.45,22.5
2023-08-03T00:00:00,5.5,0.0,0.5,23.3
2023-08-04T00:00:00,4.8,0.0,0.7,23.4
2023-08-05T00:00:00,2.7,0.0,0.58,24.9
2023-08-06T00:00:00,4.0,0.0,0.53,25.7
2023-08-07T00:00:00,5.9,27.2,0.82,24.6
2023-08-08T00:00:00,6.2,0.0,0.65,24.3
2023-08-09T00:00:00,6.4,0.0,0.47,25.3
2023-08-10T00:00:00,2.5,12.4,0.73,24.9
2023-08-11T00:00:00,3.9,0.0,0.56,24.3
2023-08-12T00:00:00,3.8,2.3,0.71,25.2
2023-08-13T00:00:00,3.9,18.8,0.62,25.9
2023-08-14T00:00:00,3.0,0.0,0.55,27.1
2023-08-15T00:00:00,4.6,39.1,0.84,23.9
2023-08-16T00:00:00,4.1,20.3,0.79,23.5
2023-08-17T00:00:00,4.3,0.0,0.81,23.9
2023-08-18T00:00:00,5.7,39.9,0.58,24.8
2023-08-19T00:00:00,5.1,0.0,0.47,22.6
2023-08-20T00:00:00,3.1,0.0,0.43,25.3
2023-08-21T00:00:00,3.7,0.0,0.57,27.4
2023-08-22T00:00:00,5.1,0.0,0.5,24.2
2023-08-23T00:00:00,4.5,0.0,0.49,22.3
2023-08-24T00:00:00,4.2,1.0,0.74,22.3
2023-08-25T00:00:00,3.8,8.4,0.86,23.0
2023-08-26T00:00:00,2.4,25.7,0.73,25.2
2023-08-27T00:00:00,3.1,0.0,0.62,24.8
2023-08-28T00:00:00,3.7,0.0,0.74,23.3
2023-08-29T00:00:00,3.7,0.0,0.81,22.4
2023-08-30T00:00:00,5.1,5.3,0.65,24.8
2023-08-31T00:00:00,5.2,0.0,0.49,21.9
2023-09-01T00:00:00,4.5,0.0,0.5,20.5
2023-09-02T00:00:00,3.8,0.0,0.56,21.3
2023-09-03T00:00:00,3.4,0.0,0.56,25.2
2023-09-04T00:00:00,2.0,0.0,0.64,27.6
2023-09-05T00:00:00,2.2,0.0,0.63,28.5
2023-09-06T00:00:00,2.1,0.0,0.59,29.4
2023-09-07T00:00:00,2.9,0.0,0.54,30.7
2023-09-08T00:00:00,2.8,1.8,0.78,26.6
2023-09-09T00:00:00,2.9,0.0,0.79,25.8
2023-09-10T00:00:00,2.8,53.3,0.83,24.3
2023-09-11T00:00:00,3.4,46.2,0.85,23.8
2023-09-12T00:00:00,3.1,0.0,0.75,23.4
2023-09-13T00:00:00,3.4,3.0,0.72,24.7
2023-09-14T00:00:00,5.1,0.0,0.53,22.8
2023-09-15T00:00:00,6.0,0.0,0.59,18.1
2023-09-16T00:00:00,5.7,0.0,0.47,20.0
2023-09-17T00:00:00,2.9,2.0,0.57,21.1
2023-09-18T00:00:00,4.0,33.0,0.87,20.0
2023-09-19T00:00:00,6.2,0.0,0.55,19.4
2023-09-20T00:00:00,3.8,0.0,0.49,20.2
2023-09-21T00:00:00,2.9,0.0,0.55,19.6
2023-09-22T00:00:00,5.8,0.0,0.69,18.8
2023-09-23T00:00:00,10.6,22.9,0.86,16.7
2023-09-24T00:00:00,9.3,18.3,0.91,17.6
2023-09-25T00:00:00,9.6,10.9,0.86,16.8
2023-09-26T00:00:00,6.4,6.6,0.76,16.0
2023-09-27T00:00:00,5.3,0.0,0.59,15.6
2023-09-28T00:00:00,5.6,19.6,0.77,15.9
2023-09-29T00:00:00,7.6,104.1,0.89,16.3
